#hsa	colour
2564	0.1285801345018710000
29316	0.1285801345018710000
443460	0.1285801345018710000
1551	0.1348468104800300000
6817	0.1370088036959590000
209176	0.1396891778087170000
5163	0.1450660541230510000
3309	0.1455551647935060000
3316	0.1455551647935060000
3558	0.1455551647935060000
2043	0.1463392278486920000
5287	0.1542082682642920000
4780	0.1612726910329750000
904	0.1631659685727270000
3320	0.1679576021947580000
316	0.1717932243330660000
894	0.1717932243330660000
9261	0.1729249134805000000
9475	0.1731452771683530000
5586	0.1776875183334970000
7525	0.1776875183334970000
6573	0.1807054495606610000
5599	0.1854536905493190000
768	0.1876029603856630000
55781	0.1896851313215870000
7010	0.1897022380740630000
24312	0.1987234984476950000
817	0.2027975081180850000
4296	0.2078121704931560000
11213	0.2078121704931560000
5588	0.2081995679668200000
1147	0.2114470586391340000
120892	0.2131237269963620000
19225	0.2169431438546990000
7124	0.2266910560404190000
5156	0.2442529127438280000
1509	0.2537424274926550000
1612	0.2537424274926550000
6582	0.2537424274926550000
397552	0.2599126408487420000
4128	0.2605377877140580000
13361	0.2722132954187110000
100848466	0.2722132954187110000
2356	0.2782531727409500000
8576	0.2906674515463820000
7157	0.2951354815574050000
4547	0.2961404494692590000
5970	0.2961404494692590000
155807	0.2961404494692590000
1196	0.2998768729408350000
367	0.3048025535738210000
53944	0.3090624540176450000
1453	0.3110638095526000000
13316036	0.3135856415180580000
24660	0.3149693138398030000
25369	0.3182256580301400000
7298	0.3273600301841400000
10114	0.3273600301841400000
1445	0.3364613879034810000
3326	0.3364613879034810000
5127	0.3364613879034810000
55244	0.3364613879034810000
204851	0.3364613879034810000
5468	0.3391789879157980000
136	0.3455257722247550000
24922	0.3545494393420320000
25450	0.3545494393420320000
25451	0.3545494393420320000
29689	0.3545494393420320000
29709	0.3545494393420320000
65187	0.3545494393420320000
65191	0.3545494393420320000
79211	0.3545494393420320000
81658	0.3545494393420320000
140674	0.3545494393420320000
340156	0.3545494393420320000
1025	0.3560983113740870000
3028	0.3617390852413500000
896	0.3635288524312710000
5465	0.3635288524312710000
9641	0.3635288524312710000
5601	0.3635475064121230000
3932	0.3741344652869110000
1559	0.3863652100429530000
25229	0.3863652100429530000
1455	0.3901691398551680000
1459	0.3901691398551680000
8536	0.3901691398551680000
641	0.3939069323396160000
4221	0.3955133431243600000
4000	0.3956803877841640000
5999	0.4025545314524450000
1574	0.4026266218321520000
3091	0.4127434608116990000
79915	0.4165438818763040000
4233	0.4176424897575830000
9448	0.4178829582615330000
1555	0.4225571271433870000
4353	0.4242059448791850000
9833	0.4248884711159000000
3815	0.4268955220606800000
3791	0.4283256682135390000
5292	0.4289993910363900000
3643	0.4291515008017600000
24947	0.4334088733727060000
29707	0.4334088733727060000
29708	0.4334088733727060000
140675	0.4334088733727060000
2717	0.4384850252023890000
27330	0.4418612831928840000
6850	0.4422582684012800000
5579	0.4455674610976220000
289606	0.4502438396070550000
4067	0.4510581879079580000
57396	0.4565315186229610000
3551	0.4585548148667700000
29705	0.4585548148667700000
3571199	0.4585548148667700000
1234	0.4659925033973040000
57172	0.4659925033973040000
1452	0.4667926090214390000
5170	0.4667926090214390000
6309	0.4667926090214390000
2064	0.4733767278199540000
9149	0.4749557446809010000
29290	0.4749557446809010000
2261	0.4804929841693950000
6256	0.4910527135839870000
102800317	0.4910527135839870000
11309	0.4921560660095770000
2534	0.5048806720630100000
1719	0.5068361657828800000
140	0.5101385054156460000
5581	0.5133999829067680000
25290	0.5146077932939170000
4297	0.5153710836381510000
7272	0.5448750118143140000
5261	0.5666987770348370000
28996	0.5666987770348370000
134	0.5738041884060230000
2051	0.5738041884060230000
135	0.5808245886348500000
3274	0.5808245886348500000
5747	0.5808519238935440000
1195	0.5877598200396850000
4916	0.5877598200396850000
3702	0.6080538036645270000
1613	0.6146479357441560000
1557	0.6172531878844230000
3656265	0.6274081301304800000
22858	0.6336942777948710000
351	0.6411678376745770000
6197	0.6463457000727600000
147746	0.6463457000727600000
2580	0.6524323845304890000
43	0.6584355313356680000
613	0.6584355313356680000
1017	0.6809018826620000000
6606	0.6844868805838990000
3654	0.6927242309439200000
387129	0.6927242309439200000
239	0.7004538366692490000
9682	0.7004538366692490000
1022	0.7035066900498960000
8900	0.7035066900498960000
3055	0.7087791130744200000
9429	0.7139731505907560000
238	0.7146981723351170000
890	0.7190894393396830000
54737	0.7190894393396830000
673	0.7241286326301070000
80122	0.7290913991337980000
51053	0.7329039848969600000
5580	0.7363315879142250000
12932805	0.7387903963937380000
8445	0.7550744299275020000
5159	0.7607569284562880000
22848	0.7611628245147680000
2263	0.7661266042774770000
5602	0.7661266042774770000
10733	0.7661266042774770000
5742	0.7704336187472650000
155348	0.7746715060619710000
5743	0.7829429877348110000
5583	0.7948511583210020000
3716	0.8098301089182720000
50488	0.8134196294382160000
2932	0.8136381900668600000
6790	0.8166427071732850000
7297	0.8169486375632340000
4914	0.8238282568761220000
762	0.8321314144793200000
7421	0.8321314144793200000
12932283	0.8337134169976390000
7068	0.8430960645752340000
390245	0.8430960645752340000
58819	0.8509116325194290000
861	0.8556906411188800000
865	0.8556906411188800000
216	0.8854863168072440000
3718	0.9236889621985370000
5578	0.9251299862226500000
1558	0.9324488769092740000
2260	0.9378120211642110000
1158731	0.9447031402123790000
2237	0.9460834357719310000
9212	0.9462404276801620000
891	0.9473520064862180000
9133	0.9473520064862180000
85417	0.9473520064862180000
3356	0.9541389783173490000
2324	0.9554896579382940000
5894	0.9581306253854650000
5594	0.9614848587719590000
3717	0.9642995316287810000
2321	0.9696336207649260000
2050	0.9721691600764130000
6311	0.9727722046100270000
1565	0.9792719963723810000
19885	0.9837915153370140000
983	0.9878175474039230000
2322	0.9888473861714400000
9367	0.9901284073595790000
4864	0.9903760048048640000
1812	0.9920408707653150000
3357	0.9925240507427740000
25	0.9975015341348320000
1956	0.9981398054073250000
6714	0.9984023335245200000
10919	0.9987716355601910000
1544	0.9998948514310320000
